client_id,subscribe
2986,0.0736337324637851
29710,0.0501469851774564
38938,0.352028889703327
31313,0.116918943823159
24173,0.0857137610093301
14426,0.727445835398978
40159,0.141775296792638
12301,0.018108941352969
9640,0.027105295898838
19742,0.64679116908766
5967,0.0262492376935785
25559,0.112208915339563
34976,0.0519559621308139
38126,0.338000672758328
17369,0.0443309236130754
40632,0.0498889426377506
37544,0.0567677297021446
11284,0.0589725191140212
36717,0.0589284067504106
14536,0.063344510989294
26503,0.0455995362310526
22763,0.0507632847875132
32953,0.0509799725751481
413,0.327224688112532
10762,0.0467631248837286
14745,0.0598429023372176
25946,0.259674914671735
14804,0.476833220767836
6790,0.0305029261268516
30453,0.0507576747684599
27455,0.354053618202417
29826,0.029260420794679
13689,0.0378600173910836
13795,0.175664248704461
1835,0.704903657918397
41043,0.0620562730376353
10563,0.278838653912285
38265,0.162660374393674
10848,0.0255491493358487
41155,0.0403105186554034
22925,0.0313129493234265
28583,0.0520662130633475
29133,0.0389796688484429
7588,0.0404171715213466
5242,0.621008714341266
11667,0.0537236153017543
22369,0.0742299616927413
5409,0.0582470810279183
25931,0.108540163231526
19851,0.0650383347848433
17993,0.279684514232641
6007,0.0998094940555164
38467,0.683708342401441
27753,0.376273162942575
32117,0.187989501592641
38191,0.13657986228715
3984,0.0708137354222482
22119,0.0214456491444504
6333,0.051828653330915
2894,0.0744060096210725
23883,0.0331031421986663
27380,0.0328828343655099
25244,0.0742194801237689
4913,0.0449628815317021
13238,0.0518163305616205
36086,0.0764533540011095
11187,0.0352830659747039
16635,0.098317758459289
38210,0.124558600707515
6312,0.119549685448533
24671,0.0584674236684915
34134,0.193533446651483
40160,0.160117979556172
20698,0.0509259408292655
79,0.0499343985524828
4518,0.0381583667562867
9448,0.0339676118898511
1230,0.0658766232863789
3080,0.0938230302904237
31315,0.0423597960690268
4972,0.0677369885371624
3509,0.0333972715433122
17220,0.105433712723345
28577,0.294201109558347
2777,0.0493246216616694
30712,0.0499326755348645
17749,0.0440181307741407
11126,0.738289832024985
2748,0.373888249172403
13376,0.0548362308623492
39084,0.0415948676305376
32128,0.0530754983229582
19927,0.0994306529876114
10216,0.131535080453555
27913,0.0513315268588699
9174,0.0679387185499017
7657,0.06681867901464
7132,0.0317689191768513
38920,0.377583454200698
22344,0.358136817014001
20878,0.0297302708551664
29851,0.0782612630725094
36385,0.18145885447661
8539,0.0786970625744847
36671,0.0388726410515236
24243,0.117062823767798
8905,0.0213934211987583
1963,0.0852196968832574
